OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,Shape_Length,Shape_Area
"1845","1968",CA,CDF,SHU,"0000000000000000",CONTROL BURN,,1968/08/10 00:00:00,,0,287.539123535156,,,,4854.2947867469,1163629.50780216
"1846","1968",CA,CDF,MMU,000000000001A-68,MEYER #5,,1968/04/13 00:00:00,,0,421.530181884766,,,,6272.65355109086,1705872.1540275
"1847","1968",CA,CDF,MMU,"0000000000000000",REX,,1968/08/03 00:00:00,,0,283.310546875,,,,4707.84619927446,1146517.04725501
"1848","1968",CA,CDF,MMU,0000000000002-68,WOLFSEN #2,,1968/09/16 00:00:00,,0,1177.07751464844,,,,9059.08037164484,4763463.74542722
"1849","1969",CA,CDF,MMU,0000000000002-69,LONG #2,,1969/09/13 00:00:00,,0,523.075378417969,,,,6332.89230626885,2116811.00981831
"1850","1969",CA,CDF,MMU,0000000000001-69,MEYER,,1969/04/26 00:00:00,,0,631.734497070312,,,,9547.63693464239,2556538.70996695
"1851","1969",CA,CDF,MMU,0000000000003-69,WOLFSEN,,1969/09/13 00:00:00,,0,2381.74389648438,,,,16377.5617894723,9638575.98857727
"1852","1970",CA,CDF,MMU,"0000001900000000",MANKINS,,1970/09/19 00:00:00,,0,84.4230651855469,,,,2879.59493301004,341648.008116203
"1853","1970",CA,CDF,MMU,"0000000000000000",MEYER #4,,1970/03/27 00:00:00,,0,539.468994140625,,,,10353.6051736405,2183153.6652749
"1854","1970",CA,NPS,YNP,00000000000005th, ,,,,0,11.4068040847778,,,,969.239360926316,46161.6982571965
"1855","1970",CA,NPS,YNP,00000000000003rd, ,,,,0,7.40755271911621,,,,639.33275514243,29977.3028884093
"1856","1970",CA,NPS,YNP,00000000000004th, ,,,,0,11.1760082244873,,,,1216.60288719154,45227.7006312629
"1857","1970",CA,NPS,YNP,0000000000000YV9, ,,,,0,96.0397720336914,,,,2627.11814713559,388659.177002211
"1858","1970",CA,NPS,YNP,000000000Foresta, ,,,,0,134.955291748047,,,,3142.97664362016,546144.679243706
"1859","1970",CA,NPS,YNP,0000000000Wawona, ,,,,0,441.92529296875,,,,6767.20274592027,1788408.19534144
"1860","1971",CA,CDF,MMU,00000000MM #4-71,BINNING,,1971/10/05 00:00:00,,0,1175.84509277344,,,,11615.8713816633,4758476.13362578
"1861","1971",CA,CDF,MMU,000000000MM-1-71,LONG #3,,1971/08/28 00:00:00,,0,551.320861816406,,,,6060.62278027597,2231116.41676583
"1862","1971",CA,NPS,YNP,000000000000YV22, ,,,,0,28.6403331756592,,,,1383.42540516162,115903.343675892
"1863","1971",CA,NPS,YNP,000000000000Camp, ,,,,0,36.7427253723145,,,,2253.98055030148,148692.532689342
"1864","1971",CA,NPS,YNP,000000000000YV19, ,,,,0,20.2655353546143,,,,1383.85751882659,82011.711780038
"1865","1971",CA,NPS,YNP,000000000000YV13, ,,,,0,51.8618698120117,,,,2244.4728997427,209877.541026907
"1866","1971",CA,NPS,YNP,0000000000000YV2, ,,,,0,26.0608749389648,,,,1379.45013446172,105464.620805456
"1867","1971",CA,NPS,YNP,0000000000Wawona, ,,,,0,153.479736328125,,,,5158.90814344652,621110.429999244
"1868","1971",CA,NPS,YNP,0000000000000MG7, ,,,,0,70.4852676391602,,,,2812.83337576281,285243.759160198
"1869","1972",CA,CDF,MMU,"0000000000000156",RAN. IMPROV. ESC. #1,,1972/09/23 00:00:00,,0,762.661743164062,,,,11947.2128345698,3086382.57645884
"1870","1972",CA,CDF,MMU,00000000000B-458,HAIGH #2,,1972/10/23 00:00:00,,0,26.4546337127686,,,,1295.18325325595,107058.103716126
"1871","1972",CA,CDF,MMU,0000000000002-72,TRABUCCO #2,,1972/09/23 00:00:00,,0,1564.81665039062,,,,16352.095444207,6332588.5343696
"1872","1972",CA,CDF,MMU,0000000000001-72,TRABUCCO #4,,1972/08/19 00:00:00,,0,388.785522460938,,,,5967.8023899137,1573359.17086065
"1873","1972",CA,NPS,YNP,0000000000Wawona, ,,,,0,64.4795913696289,,,,2364.99365527753,260939.643259202
"1874","1973",CA,NPS,YNP,0000000000Wawona, ,,,,0,89.0646438598633,,,,3224.9777626802,360431.824452833
"1875","1974",CA,CCO,LAC,"0000000000000000",PRESCRIBED FIRE,,,,0,112.897834777832,,,,7143.22044442777,456881.314333755
"1876","1974",CA,CCO,LAC,"0000000000000000",PRESCRIBED FIRE,,,,0,173.969116210938,,,,12521.2187675074,704028.014545876
"1877","1974",CA,CDF,MMU,0000000000001-74,TRABUCCO #3,,1974/09/08 00:00:00,,0,496.906005859375,,,,6018.58551450849,2010907.30435644
"1878","1974",CA,NPS,YNP,000000000Foresta, ,,,,0,35.6039543151855,,,,1728.85286845046,144084.089957338
"1879","1975",CA,CCO,LAC,"0000000000000000",PRESCRIBED FIRE,,,,0,161.610229492188,,,,4131.07719541629,654013.407139651
"1880","1975",CA,CDF,MMU,"0000000000000000",SCHAUBACH,,1975/07/06 00:00:00,,0,1561.41784667969,,,,10271.603848918,6318833.91682108
"1881","1975",CA,CDF,LNU,"0000000000000000", ,,,,0,84.0863800048828,,,,2406.03394725197,340285.494623049
"1882","1975",CA,NPS,YNP,00000000000Crane, ,,,,0,171.268829345703,,,,6379.91125470155,693100.377618793
"1883","1975",CA,NPS,YNP,00000000000Crane, ,,,,0,955.669799804688,,,,10864.3326576655,3867458.45732495
"1884","1975",CA,NPS,YNP,0000000000Turner, ,,,,0,928.632446289062,,,,9493.91436165209,3758042.16818616
"1885","1975",CA,NPS,YNP,0000000000Wawona, ,,,,0,27.9479484558105,,,,2417.39553782614,113101.356046351
"1886","1975",CA,NPS,YNP,0000000000Wawona, ,,,,0,49.2113761901855,,,,3678.1025438419,199151.376929891
"1887","1975",CA,NPS,YNP,0000000000Wawona, ,,,,0,46.1711387634277,,,,2004.12248834657,186847.975030039
"1888","1976",CA,USF,TNF,"0000000000000140", ,,,,0,187.398010253906,,,,4685.37104223056,758372.870697385
"1889","1978",CA,NPS,YNP,000000000000PW27, ,,,,0,5122.05419921875,,,,28191.0553834307,20728217.4810388
"1890","1978",CA,NPS,YNP,000000000000YV10, ,,,,0,119.262954711914,,,,5723.42611747921,482640.052042191
"1891","1978",CA,NPS,YNP,0000000000000YV7, ,,,,0,37.3414535522461,,,,1825.97044131339,151115.502409131
"1892","1979",CA,USF,CNF,"0000000000000000",PRESCRIBED FIRE,,,,0,290.983123779297,,,,4977.31578701086,1177566.93490194
"1893","1979",CA,CDF,TGU,"0000000000000000",RONEY,,1979/01/01 00:00:00,,0,865.51708984375,,,,7968.9160036977,3502623.39004989
"1894","1979",CA,CCO,LAC,"0000000000000000",PRESCRIBED FIRE,,,,0,293.259460449219,,,,11281.2784050597,1186778.95751516
"1895","1979",CA,CCO,LAC,"0000000000000000",PRESCRIBED FIRE,,,,0,194.528213500977,,,,12169.8774447344,787227.765410459
"1896","1979",CA,CDF,MMU,"0000000000000000",LONG,,1979/09/18 00:00:00,,0,574.231872558594,,,,6436.41665608345,2323833.87462786
"1897","1979",CA,NPS,YNP,000000000000PW09, ,,,,0,4772.240234375,,,,26565.1920172695,19312570.266861
"1898","1979",CA,NPS,YNP,000000000YNP-005, ,,,,0,55.856086730957,,,,2950.62485041676,226041.540246222
"1899","1960",CA,CDF,MMU,0000000000016-60,LONG #7,,1960/09/10 00:00:00,,0,1022.01080322266,,,,9962.18603408906,4135930.89229244
"1900","1962",CA,CDF,MMU,"0000000000000000",WRIGHT WOOD,,1962/08/04 00:00:00,,0,1263.94299316406,,,,10412.4854664587,5114995.92616821
"1901","1963",CA,CDF,MMU,0000000000002-63,COLEMAN FLAT COOP,,1963/09/07 00:00:00,,0,3497.06591796875,,,,19434.9943076092,14152123.1841646
"1902","1963",CA,CDF,MMU,0000000000006-63,HAIGH/MCMAHON #2,,1963/08/17 00:00:00,,0,1716.8330078125,,,,11762.7315748969,6947776.56563482
"1903","1963",CA,CDF,MMU,000000000029MA67,MARTIN,,1963/07/20 00:00:00,,0,1656.23754882812,,,,11226.9620885349,6702555.51590787
"1904","1963",CA,CDF,MMU,"0000000000000000",VAN ALLEN,,1963/07/27 00:00:00,,0,397.024139404297,,,,5820.86518395094,1606699.66438276
"1905","1964",CA,CDF,MMU,0000000000006-64,GUISTO #2,,1964/10/24 00:00:00,,0,451.512512207031,,,,5790.13652627342,1827206.36078544
"1906","1964",CA,CDF,MMU,0000000000002-64,HAIGH-TURPIN #2,,1964/08/15 00:00:00,,0,3136.267578125,,,,27776.6969232299,12692024.5106102
"1907","1964",CA,CDF,MMU,0000000000004-64,LONG #5,,1964/10/03 00:00:00,,0,109.507164001465,,,,2776.03101980879,443159.777425662
"1908","1964",CA,CDF,MMU,0000000000003-64,LONG #6,,1964/08/22 00:00:00,,0,73.2123718261719,,,,3345.74105171575,296279.951023574
"1909","1964",CA,CDF,MMU,0000000000005-64,MORRISSEY #2,,1964/10/10 00:00:00,,0,928.811279296875,,,,8725.35366856532,3758765.80024995
"1910","1964",CA,CDF,MMU,000000000000B901,SCHAUBACH,,1964/07/25 00:00:00,,0,563.194763183594,,,,6374.15141085181,2279168.32314905
"1911","1964",CA,CDF,MMU,000000000005MA64,STIVERS,,1964/08/08 00:00:00,,0,288.163360595703,,,,4521.00357376883,1166155.80193767
"1912","1964",CA,CDF,MMU,"0000000000000000",TOPPING,,1964/08/15 00:00:00,,0,304.10986328125,,,,4870.55035987075,1230688.91191622
"1913","1964",CA,CDF,MMU,000000000002MA64,VAN DUSSAN,,1964/07/14 00:00:00,,0,252.21549987793,,,,4582.32198016088,1020679.90970327
"1914","1965",CA,CDF,MMU,000000000004MA65,COON CREEK,,1965/08/07 00:00:00,,0,275.5791015625,,,,4724.32882856278,1115229.0464229
"1915","1989",CA,CDF,LNU,00000RX1-007-LNU,GUINDA VMP,,,,0,1843.48376464844,,,,65140.0840796325,7460313.90326451
"1916","1989",CA,CDF,LNU,"0000000000000000",KONOCTI,,,,0,319.257141113281,,,,4681.5147222656,1291987.82331795
"1917","1989",CA,CDF,LNU,00000RX1-013-LNU,LONG VALLEY VMP,,,,0,1430.13305664062,,,,27310.0890659208,5787543.27697127
"1918","1989",CA,CDF,MEU,"0000000000000000",LAWSON VMP,,1989/11/01 00:00:00,,0,661.798461914062,,,,12131.6093174191,2678203.41503877
"1919","1989",CA,CDF,TUU,"0000000000000000",BEAR MTN VMP,,1989/08/22 00:00:00,,0,2371.4248046875,,,,15231.2300859551,9596815.68890435
"1920","1989",CA,NPS,YNP,000000000YNP-023, ,,,,0,54.9934196472168,,,,2167.6211181408,222550.476733432
"1921","1989",CA,NPS,YNP,000000000YNP-140, ,,,,0,51.4692726135254,,,,2864.11624836747,208288.761189071
"1922","1990",CA,CDF,AEU,00000004-008-AEU,ROCK CREEK,,1990/04/19 00:00:00,,0,162.938339233398,,,,4852.26421933749,659388.039729917
"1923","1990",CA,CDF,AEU,00000004-009-AEU,SALMON FALLS (UNIT1),,1990/10/05 00:00:00,,0,132.674530029297,,,,4398.10995616807,536914.747165161
"1924","1990",CA,CDF,AEU,00000004-009-AEU,SALMON FALLS (UNIT2),,1990/10/05 00:00:00,,0,120.919700622559,,,,3956.80292014862,489344.662346175
"1925","1990",CA,CDF,AEU,00000004-009-AEU,SALMON FALLS (UNIT3),,1990/10/05 00:00:00,,0,157.961776733398,,,,4006.74102708422,639248.605265581
"1926","1990",CA,CDF,BTU,"0000560900000000",CHARMICHAEL,"3",1990/09/18 00:00:00,,0,848.204650878906,"3","1","1",8426.35024107362,3432562.38192534
"1927","1984",CA,CDF,AEU,0000045-10-84-VM,BUSI #1,,,,0,238.051696777344,,,,4318.52902143496,963361.067862591
"1928","1984",CA,CDF,AEU,0000000045-04-84,FOSTER FLATS,,1984/07/01 00:00:00,,0,29.9569091796875,,,,1716.59993991928,121231.311077406
"1929","1984",CA,CDF,AEU,0000045-008-84-V,PARDEE #2,,,,0,711.162536621094,,,,8438.61340909852,2877972.56839603
"1930","1984",CA,CDF,AEU,000000045-013-84,PINE HILL,,1984/10/01 00:00:00,,0,98.5245590209961,,,,3111.68674660747,398714.735633052
"1931","1984",CA,CDF,AEU,0000045-05-84-VM,WARD #2,,,,0,258.960052490234,,,,4822.91118787349,1047974.20941189
"1932","1984",CA,CDF,SHU,000000024-010-83,ATKINS,,,,0,571.857788085938,,,,7775.76847927956,2314226.2585614
"1933","1984",CA,CDF,SHU,000000024-010-84,DANIELS,,1984/10/05 00:00:00,,0,1368.99230957031,,,,11182.1831229148,5540115.42737203
"1934","1984",CA,CDF,SHU,000000024-006-83,HASKINS,,1984/09/26 00:00:00,,0,959.910217285156,,,,10781.5530284609,3884618.77490187
"1935","1984",CA,CDF,TGU,"0000000000000000",BRUSHY,,1984/01/01 00:00:00,,0,2082.42529296875,,,,17429.1932484638,8427276.57312473
"1936","1984",CA,CDF,TGU,000000025-3-8182,A & K (MEYERS),,1984/01/01 00:00:00,,0,455.050994873047,,,,25715.7906353386,1841526.00660428
"1937","1984",CA,CDF,TGU,00000025-27 & 28,BRUSHY,,1984/01/01 00:00:00,,0,2634.33447265625,,,,14151.4402519265,10660773.4573563
"1938","1984",CA,CCO,LAC,"0000000310000255",VENTURA CORRIDOR II BURN,,,,0,93.591438293457,,,,5213.84787157229,378751.111135927
"1939","1984",CA,CDF,MMU,000000042-001-84,COULTERVILLE VMP,,1984/08/27 00:00:00,,0,1921.02160644531,,,,12088.9544455584,7774098.61461479
"1940","1984",CA,CDF,MMU,000000042-004-82,WYLE VMP #1,,1984/08/10 00:00:00,,0,1176.82250976562,,,,9175.59521888813,4762431.75710658
"1941","1984",CA,CDF,LNU,00000014-030-CMP, ,,,,0,112.290199279785,,,,2802.86866557139,454422.323861182
"1942","1986",CA,NPS,YNP,000000000000YV10, ,,,,0,78.217643737793,,,,2731.0843170122,316535.560425196
"1943","1986",CA,NPS,YNP,000000000000YV07, ,,,,0,37.2342224121094,,,,1819.18738448176,150681.553096024
"1944","1986",CA,CDF,HUU,000000012-001-86,HELLER HIGHWATER RANCH VMP,,1986/10/15 00:00:00,,0,32.6216354370117,,,,1594.52031765298,132015.069015295
"1945","1986",CA,NPS,RWP,"0000000000000000",ELK CAMP,,1986/09/23 00:00:00,,0,30.54248046875,,,,1408.13833991026,123601.030197303
"1946","1986",CA,NPS,RWP,"0000000000000000",DOLASON,,1986/09/22 00:00:00,,0,26.9489040374756,,,,1943.22419270558,109058.346268478
"1947","1986",CA,NPS,RWP,"0000000000000000",SCHOOLHOUSE,,1986/10/01 00:00:00,,0,165.719223022461,,,,4630.69252315699,670641.900978075
"1948","1984",CA,CDF,SHU,00000RX24-012-84,MEYER,,1984/09/10 00:00:00,,0,907.031982421875,,,,8172.57695315926,3670628.13350533
"1949","1987",CA,CDF,TCU,000000044-003-87,RAGGIO BROS. #5,,1987/07/07 00:00:00,,0,34.885311126709,,,,1352.68891355789,141175.84378967
"1950","1987",CA,CDF,TCU,000000044-004-87,ROSASCO #5,,1987/08/12 00:00:00,,0,353.158630371094,,,,5674.78767602079,1429182.29629012
"1951","1987",CA,CDF,TCU,000000044-006-87,BEAR MTN. #10,,1987/10/15 00:00:00,,0,2192.36889648438,,,,19362.5242718109,8872201.85061611
"1952","1987",CA,CDF,TCU,00000004-012-TCU,FOLENDORF #2,,1987/08/19 00:00:00,,0,309.237548828125,,,,4797.63203188287,1251439.96948959
"1953","1987",CA,CDF,AEU,000000000000_VMP,TELL EAST,,1987/09/07 00:00:00,,0,731.57421875,,,,7963.7267913208,2960575.74607742
"1954","1987",CA,CDF,SCU,000000000016-013,CASTRO VALLEY,,,,0,990.972045898438,,,,14127.5893195537,4010321.46900485
"1955","1987",CA,CDF,SCU,000000000016-012,HORSE VALLEY,,,,0,912.244445800781,,,,12500.8670772639,3691722.35433458
"1956","1987",CA,CDF,SCU,"0000083900000074",WILKINSON,,1987/05/10 00:00:00,,0,459.739654541016,,,,6453.75399200903,1860500.35529359
"1957","1987",CA,CDF,RRU,"0000000000000000",SANTA ROSA PRESERVE,,1987/04/01 00:00:00,,0,2041.54089355469,,,,19880.8644888269,8261822.69226823
"1958","1987",CA,USF,CNF,"0000000000000000",LOVE VALLEY,,,,0,281.158264160156,,,,17118.4073369482,1137807.11833639
"1959","1987",CA,CDF,RRU,"0000000000000000",BEDFORD 2,,1987/02/03 00:00:00,,0,4069.63623046875,,,,23208.0783265923,16469233.8668942
"1960","1987",CA,USF,CNF,"0000000000000000",PRESCRIBED FIRE,,,,0,379.933624267578,,,,14781.7126297892,1537536.81814558
"1961","1995",CA,NPS,RWP,"0000000000000000",STAGECOACH,,1995/11/01 00:00:00,,0,2.34974384307861,,,,391.637764433759,9509.07570321777
"1962","1996",CA,CDF,AEU,000000000004-038,IRON MTN CO OP,,,,0,184.096755981445,,,,4871.57308410482,745013.143471549
"1963","1996",CA,CDF,AEU,00000004-016-AEU,PRAIRIE CITY,,1996/06/26 00:00:00,,0,315.639678955078,,,,6574.2184950573,1277348.45229706
"1964","1996",CA,CDF,AEU,00000004-040-AEU,SEEGER,,1996/09/30 00:00:00,,0,36.528678894043,,,,1538.48622606981,147826.321892142
"1965","1996",CA,CDF,AEU,00000004-036-AEU,SUTTER CREEK,,1996/09/27 00:00:00,,0,184.035537719727,,,,7114.62559501203,744765.399060351
"1966","1996",CA,CDF,SCU,000000000RX1-033,DEER PARK,,,,0,1820.30017089844,,,,14098.0690107787,7366493.37880226
"1967","1996",CA,CDF,SHU,000000000002-047,KHOROMOV,,,,0,447.982299804688,,,,6000.34107573436,1812920.07796589
"1968","1996",CA,CDF,SHU,00000002-052-SHU,MAZZOTTA,,1996/09/11 00:00:00,,0,528.715515136719,,,,6427.25902149011,2139635.8061801
"1969","1996",CA,CDF,SHU,000000000002-053,STRAWN,,1996/09/29 00:00:00,,0,182.141220092773,,,,3498.36939372771,737099.368306788
"1970","1996",CA,CDF,MMU,"0000985300000331",LA GRANGE,,,,0,1158.5703125,,,,10653.3214740422,4688567.4825404
"1971","1996",CA,CDF,MMU,000000004-15-MMU,ELLIS VMP #2,,,,0,512.093933105469,,,,6144.75187741973,2072370.54384028
"1972","1996",CA,CDF,LMU,000000000002-024,WEBB VMP UNIT 6,,,,775,775.90966796875,"4",,,11220.7968241411,3139994.91500659
"1973","1996",CA,CDF,LNU,00000RX1-015-SNU,ANNADEL VMP,,,,0,503.527862548828,,,,9224.0710198126,2037705.01093245
"1974","1996",CA,CDF,LNU,00000RX1-0051997,SCOTTS VMP,,,,0,147.128158569336,,,,3607.37455164316,595406.528204646
"1975","1996",CA,CDF,MEU,"0000000000000000",FETZER VMP,,1996/05/30 00:00:00,,0,765.830383300781,,,,8280.48614550149,3099205.5037251
"1976","1976",CA,NPS,YNP,0000000000000Gin, ,,,,0,359.705596923828,,,,7366.35332707407,1455676.89019533
"1977","1993",CA,CDF,AEU,00000004-028-AEU,DRAGON POINT,,1993/10/07 00:00:00,,0,158.264312744141,,,,8541.58551940754,640472.934298202
"1978","1993",CA,CDF,AEU,00000004-032-AEU,GOLD CREEK,,1993/08/17 00:00:00,,0,116.001014709473,,,,8355.69230929019,469439.451334889
"1979","1993",CA,CDF,AEU,00000004-019-AEU,GRAPEVINE GULCH,,1993/06/29 00:00:00,,0,260.325103759766,,,,7846.93297659464,1053498.3542819
"1980","1993",CA,CDF,AEU,00000004-024-AEU,UNION MINE,,1993/05/19 00:00:00,,0,57.6987266540527,,,,2085.11861461484,233498.455769109
"1981","1993",CA,CDF,BTU,"0000360000000000",BEATSON HOLLOW,"3",1993/06/20 00:00:00,,0,790.971862792969,"3","1","1",8204.64908321417,3200949.49114697
"1982","1993",CA,CDF,BTU,"0000372600000000",CHARMICHAEL,"3",1993/06/20 00:00:00,,0,600.705627441406,"3","1","1",8288.11445962315,2430969.3511888
"1983","1993",CA,CDF,BTU,"0000552500000000",LP 93,"3",1993/12/06 00:00:00,,0,360.667877197266,"3","3","2",17427.8674673867,1459571.13681133
"1984","1993",CA,CDF,BTU,"0000398100000000",SCHRIMER RAVINE,"3",1993/08/08 00:00:00,,0,848.205078125,"3","1","1",8425.01011236428,3432564.11692702
"1985","1993",CA,CDF,SCU,000000000RX1-026,SHEEP THIEF,,,,0,2915.45947265625,,,,17272.6436387708,11798446.1494022
"1986","1993",CA,CDF,RRU,000000RRU-056270,METROPOLITAN 2,,1993/11/16 00:00:00,,0,15.614727973938,,,,2011.33776327413,63190.5637833386
"1987","1993",CA,CDF,RRU,000000RRU-029025,RANCHO PAVO REAL,,1993/06/28 00:00:00,,0,245.805587768555,,,,4661.58067419521,994739.892770951
"1988","1993",CA,CDF,RRU,000000RRU-022735,SANTA ROSA/MONUMENT,,1993/06/02 00:00:00,,0,382.422973632812,,,,7172.60737153474,1547610.90780633
"1989","1993",CA,CDF,RRU,000000RRU-022735,SANTA ROSA/TENAJA,,1993/06/01 00:00:00,,0,650.045104980469,,,,7151.33663274983,2630639.30022484
"1990","1993",CA,CDF,RRU,"0000000000000000",REDHILL,,1993/06/30 00:00:00,,0,83.5369033813477,,,,2748.31952330407,338061.842140805
"1991","1993",CA,CDF,SHU,00000002-035-SHU,ALDRIDGE,,1993/08/09 00:00:00,,0,284.264129638672,,,,6586.13279629228,1150376.1025884
"1992","1993",CA,CDF,SHU,00000002-027-SHU,BUCKHORN RANCH ADDIT,,1993/08/14 00:00:00,,0,176.862350463867,,,,6509.11777568363,715736.553480873
"1993","1993",CA,CDF,SHU,00000002-030-SHU,MAZZOTTA,,1993/08/06 00:00:00,,0,335.502105712891,,,,6936.89066406511,1357728.8395806
"1994","1993",CA,CDF,SHU,00000002-042-SHU,MOSEMAN #4,,1993/07/16 00:00:00,,0,833.99658203125,,,,11242.4920568609,3375064.4419675
"1995","1979",CA,NPS,KNP,"0000000000009081",POTWISHA,,1979/12/04 00:00:00,1979/12/07 00:00:00,10,13.7908935546875,"2",,,1259.30752328523,55809.7654038909
"1996","1979",CA,NPS,KNP,"0000000000009078",SHEPHERD,,1979/11/13 00:00:00,1979/12/10 00:00:00,120,17.1267929077148,"2",,,2400.32166409857,69309.6747895139
"1997","1979",CA,NPS,KNP,"0000000000009090",SHEPHERD,,1979/11/15 00:00:00,1979/12/15 00:00:00,20,39.1467590332031,"2",,,2880.12150121904,158421.311128536
"1998","1981",CA,NPS,KNP,"0000000000001007",SUPER GRA,,1981/06/16 00:00:00,1981/06/16 00:00:00,4,0.222472503781319,"2",,,120.02110472025,900.314299804334
"1999","1982",CA,NPS,KNP,"0000000000006159",ROARING R,,1982/09/24 00:00:00,1982/10/07 00:00:00,24,24.2458744049072,"2",,,1560.50059689964,98119.5704586388
"2000","1985",CA,NPS,KNP,"0000000000000082",LINCOLN T,,1985/10/03 00:00:00,1985/10/21 00:00:00,21,14.6814231872559,"2",,,1499.85406578483,59413.6069797409
"2001","1985",CA,NPS,KNP,"0000000000000008",BROKEN AR,,1985/06/26 00:00:00,1985/09/25 00:00:00,110,94.6134567260742,"2",,,2637.56458791554,382887.065638699
"2002","1990",CA,NPS,KNP,"0000000000000010",THARPS 90,,1990/10/04 00:00:00,1990/11/15 00:00:00,5,7.3404335975647,"2",,,779.989403063935,29705.680034105
"2003","1990",CA,NPS,KNP,"0000000000000122",THARPS RE,,1990/10/23 00:00:00,1990/12/30 00:00:00,36,39.1501388549805,"2",,,2462.10164262575,158434.993448062
"2004","1990",CA,NPS,KNP,"0000000000000133",YUCCA MT,,1990/11/14 00:00:00,1990/12/06 00:00:00,510,590.096069335938,"2",,,19442.1157667977,2388033.98908194
"2005","1990",CA,NPS,KNP,"0000000000000009",HOSPITALR,,1990/06/22 00:00:00,1990/06/22 00:00:00,1,0.222469419240952,"2",,,120.020231125508,900.30182712727
"2006","1994",CA,NPS,KNP,"0000000000000166",CEDARGRCP,,1994/10/18 00:00:00,1994/11/21 00:00:00,508.4,457.817230224609,"2",,,28249.1773094958,1852720.65551669
"2007","1994",CA,NPS,KNP,"0000000000000168",YUCCA MTN,,1994/11/01 00:00:00,1994/11/10 00:00:00,467,517.357177734375,"2",,,15660.5299828064,2093670.19927347
"2008","1994",CA,NPS,KNP,"0000000000000167",MILK RANC,,1994/10/24 00:00:00,1994/11/03 00:00:00,50,66.0634765625,"2",,,6299.13068192915,267349.393376715
"2009","1994",CA,NPS,KNP,"0000000000000001",PARADISE,,1994/01/14 00:00:00,1994/01/25 00:00:00,75,137.687072753906,"2",,,15546.0889044484,557199.810549012
"2010","1995",CA,NPS,KNP,"0000000000000070",PARADISE,,1995/09/08 00:00:00,1995/12/22 00:00:00,574,668.526611328125,"2",,,15126.3358090793,2705431.10233843
"2011","1995",CA,NPS,KNP,"0000000000000033",CEDAR GRV,,1995/08/07 00:00:00,1995/12/22 00:00:00,580,480.525695800781,"2",,,21232.519572068,1944618.46634018
"2012","1995",CA,NPS,KNP,"0000000000000047",GR GRV RX,,1995/08/24 00:00:00,1996/01/15 00:00:00,495,440.365234375,"2",,,17459.5918719255,1782094.91152344
"2013","1995",CA,NPS,KNP,"0000000000000075",WUKSACHI,,1995/10/06 00:00:00,1995/12/22 00:00:00,3000,3596.69458007812,"2",,,23220.6415672839,14555306.2967791
"2014","1982",CA,CDF,LNU,0000014-001-0886,CLOVERDALE PEAK #2,,,,0,38.9827766418457,,,,2041.75205169897,157757.704223856
"2015","1982",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,64.2834320068359,,,,3026.1446204442,260145.805142354
"2016","1982",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,15.038537979126,,,,1257.75717534164,60858.8041074923
"2017","1982",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,11.679141998291,,,,1189.81136251684,47263.8101752928
"2018","1982",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,13.5153760910034,,,,1434.47656695582,54694.7848731723
"2019","1982",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,26.1989612579346,,,,1637.1709488136,106023.435762154
"2020","1982",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,13.2184743881226,,,,1031.99390460418,53493.2672709949
"2021","1980",CA,NPS,KNP,"0000000000000048",GRANITE,,1980/09/15 00:00:00,1980/10/16 00:00:00,95,34.702262878418,"2",,,4558.2124946399,140435.068548808
"2022","1980",CA,NPS,KNP,"0000000000000046",ROARING R,,1980/09/23 00:00:00,1980/11/07 00:00:00,20,11.7913875579834,"2",,,1678.24081180465,47718.054353985
"2023","1980",CA,NPS,KNP,"0000000000004350",N GROVE,,1980/09/14 00:00:00,1980/10/15 00:00:00,26,26.4669132232666,"2",,,2160.3166478125,107107.800002327
"2024","1980",CA,NPS,KNP,"0000000000004351",PARK RIDG,,1980/06/25 00:00:00,1980/09/15 00:00:00,82,82.2924575805664,"2",,,3659.36073860217,333025.770073483
"2025","1980",CA,NPS,KNP,"0000000000000050",HALSTEAD,,1980/09/11 00:00:00,1980/01/01 00:00:00,1641,1602.90637207031,"2",,,16743.3924055844,6486731.92932651
"2026","1985",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,5.22836542129517,,,,781.942562099761,21158.4446750678
"2027","1985",CA,CCO,MRN,"0000000000000000",PINE MOUNTAIN VMP,,,,0,17.2537517547607,,,,1426.35812556986,69823.4557902622
"2028","1992",CA,NPS,RWP,"0000000000000000",STAGECOACH,,1992/10/27 00:00:00,,0,0.199602276086807,,,,114.789153401511,807.761476185781
"2029","1992",CA,NPS,RWP,"0000000000000000",WILLIAMS RIDGE,,1992/10/27 00:00:00,,0,33.5596389770508,,,,1880.97565782681,135811.033725858
