OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,Shape_Length,Shape_Area
"1","2017",CA,CDF,BEU,"7515",LAMACCHIA NORTH VMP- NOVEMBER 17,,2017/11/07 00:00:00,2017/11/21 00:00:00,137,137.596954345703,,,,3534.46970304618,556835.137218896
"2","2017",CA,CDF,LNU,"7044",UNIT 3,,2017/06/30 00:00:00,2017/06/30 00:00:00,22,22.4796695709229,,,,1547.18467672095,90971.9957584367
"3","2017",CA,CDF,TCU,"6682",WINVMP-5-BROADCAST BURN,"3",2017/05/25 00:00:00,2017/05/25 00:00:00,33,98.4070434570312,,,,2951.68624275026,398239.166721609
"4","2017",CA,CDF,TUU,"6741",HERBERT BURN,"7",2017/06/06 00:00:00,2017/06/06 00:00:00,223,222.59423828125,,,,7759.56297164119,900806.935940808
"5","2017",CA,CDF,RRU,"6547",COLORADO NORTH 2017,,2017/05/25 00:00:00,2017/05/25 00:00:00,152,152.428375244141,,,,4474.73826147788,616855.721089918
"6","2017",CA,CDF,SLU,"7824",BURN PLOT 3,,2017/11/13 00:00:00,2017/11/13 00:00:00,14,14.2528629302979,,,,1284.94278968345,57679.2885634963
"7","2017",CA,CDF,TCU,"6721",SARBB-JANUARY-2017,,2017/01/01 00:00:00,2017/01/31 00:00:00,64,63.6991958618164,,,,3690.55504960229,257781.494665368
"8","2017",CA,CDF,SCU,"6889",VALLEY BURN JUNE 2017,"7",2017/06/28 00:00:00,2017/06/29 00:00:00,17.10000038,16.3270225524902,,,,1586.07616138159,66072.8315462292
"9","2017",CA,CDF,FKU,"7293",2017 BROADCAST BURN,"3",2017/10/06 00:00:00,2017/10/07 00:00:00,26,38.9258232116699,,,,2899.13152284909,157527.215509019
"10","2017",CA,CDF,SLU,"7822",BURN PLOT 1,,2017/10/31 00:00:00,2017/10/31 00:00:00,11,11.1425619125366,,,,1006.71590105133,45092.3481925394
"11","2017",CA,CDF,SLU,"7461",VIERRA #2,,2017/11/08 00:00:00,2017/11/08 00:00:00,21.95999908,21.9557151794434,,,,1550.7732028621,88851.6268545506
"12","2017",CA,CDF,SLU,"7982",MOLINARI,,2018/02/13 00:00:00,2018/02/13 00:00:00,119,119.082847595215,,,,2870.43734254157,481911.180571761
"13","2017",CA,CDF,CZU,"8060",UCSC BROADCAST BURN NMC,"3",2018/02/14 00:00:00,2018/02/14 00:00:00,12.2,12.2145957946777,,,,1672.2859704405,49430.5970768803
"14","2017",CA,CDF,CZU,"6564",2017 VMP BROADCAST BURN,"3",2017/05/31 00:00:00,2017/05/31 00:00:00,8.89999962,8.89960098266602,,,,1100.42440862611,36015.4078637867
"15","2017",CA,CDF,HUU,"7285",20170927_JONESBEACH,,2017/09/27 00:00:00,2017/09/27 00:00:00,101,95.9036712646484,,,,3354.71819549421,385925.154679116
"16","2017",CA,CDF,VNC,"6649",RX BURN,"3",2017/05/30 00:00:00,2017/05/31 00:00:00,110,103.153121948242,,,,3050.00584376996,417445.880513703
"17","2017",CA,CDF,MVU,"5643",2016 BLOCK 6 UNIT 1 - BROADCAST B,"3",2017/01/25 00:00:00,2017/02/28 00:00:00,34.88999939,34.8899154663086,,,,1473.80480688023,141194.483965722
"18","2017",CA,CDF,AEU,"6635",2017 SPRING BROADCAST BURN,"3",2017/05/26 00:00:00,2017/05/26 00:00:00,26,26.3888130187988,,,,2048.86646453496,106792.049468206
"19","2017",CA,CDF,LNU,"6636",MAY ACR BURN,"3",2017/05/30 00:00:00,2017/05/31 00:00:00,18,16.8516006469727,,,,1565.85779551741,68196.0118134497
"20","2017",CA,CDF,MVU,"6526",GATE,,2017/05/20 00:00:00,2017/05/23 00:00:00,446,446.688537597656,,,,9043.32108973081,1807686.77027202
"21","2017",CA,CDF,TCU,"6722",WVMPBB-MARCH-2017 ,,2017/03/28 00:00:00,2017/03/29 00:00:00,331,331.520416259766,,,,4934.91740545904,1341615.55904244
"22","2017",CA,CDF,LMU,"7391",HLFG RX 5,,2017/10/31 00:00:00,2017/10/31 00:00:00,40.79999924,40.8087577819824,,,,1777.34217263955,165147.186293611
"23","2017",CA,CDF,CZU,"7433",PLOT 5,,2017/11/07 00:00:00,2017/11/07 00:00:00,9,9.22135734558105,,,,919.870471522765,37317.5200850527
"24","2017",CA,CDF,SLU,"7490",STOCK POND,,2017/11/15 00:00:00,2017/11/15 00:00:00,215,215.159149169922,,,,4769.71523307154,870718.169106364
"25","2017",CA,CDF,CZU,"7431",UCSC BROADCAST BURN CP2,"3",2017/11/07 00:00:00,2017/11/07 00:00:00,15,14.9758186340332,,,,1272.34598132391,60604.9868066034
"26","2017",CA,CDF,SHU,"7446",10-30-17 RX BURN,"3",2017/10/30 00:00:00,2017/10/30 00:00:00,72,72.0354919433594,,,,2514.21426283774,291517.098276931
"27","2017",CA,CDF,HUU,"7413",2017_TREX,"7",2017/10/02 00:00:00,2017/10/11 00:00:00,391,392.051666259766,,,,21295.0469926393,1586574.82327788
"28","2017",CA,CDF,MEU,"8007",FEBRUARY 2018 PRESCRIBED FIRE,"3",2018/02/14 00:00:00,2018/02/15 00:00:00,155,723.730224609375,,,,9774.2855912027,2928832.18199513
"29","2017",CA,CDF,LMU,"6833",HLFG RX 2,,2017/06/01 00:00:00,2017/06/30 00:00:00,38,38.7898139953613,,,,1585.76775129784,156976.809654217
"30","2017",CA,CDF,LMU,"6845",HLFG RX 3,,2017/09/27 00:00:00,2017/09/27 00:00:00,29,29.8947830200195,,,,1451.78694971935,120979.892750463
"31","2017",CA,CDF,MVU,"6004",2016 BLOCK 6 UNIT 3 - BROADCAST B,"3",2017/02/20 00:00:00,2017/03/20 00:00:00,36.13000107,36.1339225769043,,,,1626.8911770518,146228.788475334
"32","2017",CA,CDF,TGU,"3824",BERLEMAN,,2017/05/25 00:00:00,2017/05/25 00:00:00,626,629.508361816406,,,,8425.2605602685,2547529.92536158
"33","2017",CA,CDF,HUU,"7405",FOXCAMPUNIT_F,,2017/10/31 00:00:00,2017/10/31 00:00:00,15,15.9248313903809,,,,1165.72174198871,64445.5049275747
"34","2017",CA,CDF,HUU,"7290",2017_HUNT_VMP,,2017/10/05 00:00:00,2017/10/06 00:00:00,394,394.229034423828,,,,6881.78333236963,1595388.32789121
"35","2017",CA,CDF,TCU,"7468",SARBB-OCTOBER-2017,,2017/10/01 00:00:00,2017/10/31 00:00:00,12,12.0945281982422,,,,966.190829195079,48941.2894884282
"36","2017",CA,CDF,SCU,"7525",UPPER HALLS VMP,,2017/09/01 00:00:00,2017/11/02 00:00:00,300,389.720520019531,,,,6338.86581552594,1577142.98207858
"37","2017",CA,CDF,MVU,"7975",CHICO RAVINE RX BURN,"3",2018/01/31 00:00:00,2018/02/14 00:00:00,101,100.669647216797,,,,3662.81338228695,407395.611717091
"38","2017",CA,CDF,LNU,"8003",2018 BURN_2,"7",2018/02/27 00:00:00,2018/03/27 00:00:00,4,4.19854354858398,,,,1281.81730121262,16990.9030121956
"39","2017",CA,CDF,LMU,"8072",HLFG RX 7,,2018/02/08 00:00:00,2018/02/08 00:00:00,157,157.489715576172,,,,4018.26157697582,637338.265413698
"40","2017",CA,CDF,TGU,"8075",BURROWS/JOACHIM 1 & 2,,2018/01/02 00:00:00,2018/02/06 00:00:00,214,213.51496887207,,,,7776.51245447803,864066.40882022
"41","2017",CA,CDF,AEU,"7573",2017 FALL BURN,"7",2017/11/02 00:00:00,2017/11/03 00:00:00,33,32.7431488037109,,,,2417.44832566084,132506.648867087
"42","2017",CA,CDF,SLU,"7823",BURN PLOT 2,"7",2017/10/31 00:00:00,2017/10/31 00:00:00,11,11.855917930603,,,,1287.37411874201,47979.1983506539
"43","2017",CA,CDF,AEU,"6904",2017 SPRING BURN,"7",2017/06/26 00:00:00,2017/06/27 00:00:00,208,216.77473449707,,,,4837.47500062656,877256.262816592
"44","2017",CA,CDF,MVU,"6003",2016 BLOCK 6 UNIT 4 - BROADCAST B,"3",2017/02/20 00:00:00,2017/03/20 00:00:00,84,84.8900527954102,,,,2780.10685208291,343537.850852833
"45","2017",CA,CDF,TUU,"6553",2017 SUCCESS RX BURN,"3",2017/05/25 00:00:00,2017/05/25 00:00:00,35,34.890209197998,,,,4198.44701366425,141199.980785833
"46","2017",CA,CDF,RRU,"6431",2017 BURN PREP,"16",2017/05/10 00:00:00,2017/05/12 00:00:00,208,253.38459777832,,,,6600.69593810962,1025411.04911124
"47","2017",CA,CDF,FKU,"7492",2017 FALL RX BURN,"3",2017/10/31 00:00:00,2017/11/04 00:00:00,139,139.696655273438,,,,4297.31334692553,565332.303027707
"48","2017",CA,CDF,SCU,"6891",VALLEY WEST,,2017/06/28 00:00:00,2017/06/29 00:00:00,2.5,2.32725501060486,,,,424.615049943726,9417.99014015262
"49","2017",CA,CDF,BTU,"6923",2017 RX BURN,"3",2017/06/28 00:00:00,2017/06/28 00:00:00,28,28.1668796539307,,,,2946.34117687515,113987.318331527
"50","2017",CA,CDF,MEU,"6183",CARLEY BROADCAST BURN ,"3",2017/04/02 00:00:00,2017/04/05 00:00:00,226,226.310119628906,,,,16797.026720771,915844.585305819
"51","2017",CA,CDF,MRN,"6828",LIVE DRILL 1 ,,2017/06/22 00:00:00,2017/06/23 00:00:00,10,10.0837812423706,,,,805.3484248567,40807.6130441634
"52","2017",CA,CDF,SCU,"6808",TERESA VMP,,2017/06/01 00:00:00,2017/06/12 00:00:00,22,22.0788288116455,,,,1662.17505390298,89349.8511243293
"53","2017",CA,CDF,AEU,"7953",EARLY 2018 BROADCAST,"3",2018/02/16 00:00:00,2018/02/17 00:00:00,61,60.5068397521973,,,,3821.19418554333,244861.702758929
"54","2017",CA,CDF,LMU,"7967",ACWA RX 2,,2018/02/01 00:00:00,2018/02/28 00:00:00,139,139.670455932617,,,,3862.79109689209,565226.266773414
"55","2017",CA,CDF,MEU,"7995",FEBRUARY 2018 PRESCRIBED FIRE,"3",2018/02/14 00:00:00,2018/02/15 00:00:00,81,3090.5732421875,,,,18801.5375092882,12507128.0448326
"56","2017",CA,CDF,MEU,"8013",FEBRUARY 2018 PRESCRIBED FIRE,"3",2018/02/08 00:00:00,2018/03/09 00:00:00,153,1266.94201660156,,,,9627.47040042009,5127151.63462658
"57","2017",CA,CDF,BEU,"7024",C-234 FIRING CLASS 2017,,2017/06/20 00:00:00,2017/06/21 00:00:00,230,229.30126953125,,,,7323.879932541,927949.43133069
"58","2017",CA,CDF,LMU,"7289",HLFG RX 4,,2017/10/05 00:00:00,2017/10/05 00:00:00,81,81.6098175048828,,,,2541.26556854221,330263.209802372
"59","2017",CA,CDF,MEU,"837",SHAMROCK VMP,,2017/06/28 00:00:00,2017/06/29 00:00:00,102,124.411575317383,,,,3156.1036969799,503475.785314158
"60","2017",CA,CDF,AEU,"6563",SPRING BROADCAST BURN 2017,"3",2017/05/23 00:00:00,2017/05/25 00:00:00,33.5,33.5168495178223,,,,2666.12344670647,135637.879698429
"61","2017",CA,CDF,BTU,"6935",JUNE 2017 RX BURN,"3",2017/06/23 00:00:00,2017/06/23 00:00:00,33,33.7268981933594,,,,2309.5506949443,136487.911667134
"62","2017",CA,CDF,KRN,"6621",WHITE WOLF BURN,"7",2017/05/16 00:00:00,2017/05/23 00:00:00,46.45999908,46.4678115844727,,,,21671.8717118608,188048.553715065
"63","2017",CA,CDF,HUU,"7407",FOXCAMPUNIT_D,,2017/10/31 00:00:00,2017/10/31 00:00:00,7,7.35470914840698,,,,777.786109950174,29763.4516938175
"64","2017",CA,CDF,HUU,"7408",FOXCAMPUNIT_C,,2017/10/31 00:00:00,2017/10/31 00:00:00,86,86.8254241943359,,,,3772.31157139268,351370.028692137
"65","2017",CA,CDF,FKU,"7168",2017 BROADCAST BURNING,"3",2017/06/01 00:00:00,2017/06/30 00:00:00,21,21.1854839324951,,,,1527.95993784741,85734.6142301277
"66","2017",CA,CDF,HUU,"7406",FOXCAMPUNIT_E,,2017/10/31 00:00:00,2017/10/31 00:00:00,9,9.64956665039062,,,,1024.04217087384,39050.4118106593
"67","2017",CA,CDF,LMU,"6832",HLFG RX 1,,2017/06/01 00:00:00,2017/06/30 00:00:00,20,21.692419052124,,,,1250.63293526254,87786.1062487848
"68","2017",CA,CDF,CZU,"7432",UCSC BROADCAST BURN CP3,"3",2017/11/07 00:00:00,2017/11/07 00:00:00,7,7.34506845474243,,,,1699.669489141,29724.4315899342
"69","2017",CA,CDF,SCU,"6805",FI-210,,2017/05/28 00:00:00,2017/06/05 00:00:00,14,11.2344188690186,,,,1177.90645966842,45464.0805293461
"70","2017",CA,CDF,AEU,"7951",EARLY 2018 BROADCAST,"3",2018/02/15 00:00:00,2018/02/15 00:00:00,6.6,6.57063341140747,,,,1490.43852350337,26590.2759459854
"71","2017",CA,CDF,BDU,"7569",RX BURN,"3",2017/11/29 00:00:00,2017/11/29 00:00:00,3,3.10622787475586,,,,924.577511912213,12570.1718055637
"72","2017",CA,CDF,HUU,"5556",GRASSHOPPER,,2017/10/31 00:00:00,2017/10/31 00:00:00,650,657.4765625,,,,29267.2358165703,2660711.88367799
"73","2017",CA,CDF,AEU,"6841",2017 SPRING BURN,"3",2017/06/23 00:00:00,2017/06/23 00:00:00,23,25.2582302093506,,,,2006.70873230275,102216.435044598
"74","2017",CA,CDF,BEU,"7518",LOS BUEYOS VMP,,2017/10/30 00:00:00,2017/11/02 00:00:00,3743,3743.61083984375,,,,18365.6682479244,15149855.76451
"75","2017",CA,CDF,RRU,"6670",LAKE PERRIS 2017,,2017/05/30 00:00:00,2017/06/01 00:00:00,492,570.832641601562,,,,7001.58672614046,2310077.79409324
"76","2017",CA,CDF,MVU,"6285",UNIT B1 REBURN,,2017/05/01 00:00:00,2017/05/19 00:00:00,68.80000305,68.796272277832,,,,4154.71315917348,278408.647223177
"77","2017",CA,CDF,SKU,"6554",WHITE ROCK,,2017/06/15 00:00:00,2017/06/30 00:00:00,21,21.9824180603027,,,,1430.22321369064,88959.6878396446
"78","2017",CA,CDF,RRU,"6546",HIDDEN VALLEY 2017,,2017/05/24 00:00:00,2017/05/24 00:00:00,166,166.376449584961,,,,3405.30743340102,673301.644997371
"79","2017",CA,CDF,SCU,"6890",HONEYMOON PLOT,,2017/06/28 00:00:00,2017/06/29 00:00:00,3.5,3.46695852279663,,,,507.145059200389,14030.2872866624
"80","2017",CA,CDF,MMU,"7036",BURN AREAS 16/17,,2017/05/22 00:00:00,2017/05/24 00:00:00,29,169.069717407227,,,,9842.01694490406,684200.420632066
"81","2017",CA,CDF,AEU,"7415",2017 FALL BURN,"7",2017/10/30 00:00:00,2017/10/31 00:00:00,119,242.497192382812,,,,5590.99141178846,981351.307991437
"82","2017",CA,CDF,HUU,"7409",FOXCAMPUNIT_B,"7",2017/10/31 00:00:00,2017/10/31 00:00:00,16,16.8604984283447,,,,1396.4432388803,68231.9997254333
"83","2017",CA,CDF,MEU,"8001",NOVEMBER 2017 PRESCRIBED FIRE,"3",2017/11/07 00:00:00,2017/11/07 00:00:00,40,158.015731811523,,,,3505.99952857147,639473.518928205
"84","2017",CA,CDF,MEU,"8004",NOVEMBER 2017 PRESCRIBED FIRE,"3",2017/11/07 00:00:00,2017/11/07 00:00:00,85,178.728866577148,,,,5257.16135665197,723290.048645826
"85","2017",CA,CDF,SLU,"8019",TALLEY BURN UNIT 1,"3",2018/02/16 00:00:00,2018/02/16 00:00:00,17,17.0390224456787,,,,1923.74453787296,68954.4809047251
"86","2017",CA,CDF,SLU,"8020",TALLEY BURN UNIT 2,"3",2018/02/17 00:00:00,2018/02/17 00:00:00,5,4.79017782211304,,,,707.436374588719,19385.1612330751
"87","2017",CA,CDF,FKU,"7491",2017 RX BURN,"3",2017/11/14 00:00:00,2017/11/15 00:00:00,283,282.604248046875,,,,5204.00520231443,1143658.17058422
"88","2017",CA,CDF,RRU,"6548",COLORADO SOUTH 2017,,2017/06/13 00:00:00,2017/06/13 00:00:00,105,105.119255065918,,,,3497.37933944291,425402.542479829
"89","2017",CA,CDF,LNU,"6804",WIGGINS BURN/CLASS ,"7",2017/05/22 00:00:00,2017/06/16 00:00:00,99,99.1650009155273,,,,4191.18885312071,401306.535151956
"90","2017",CA,CDF,TUU,"6664",RX BURN,"3",2017/06/01 00:00:00,2017/06/01 00:00:00,15.28999996,15.2859077453613,,,,3344.8752424196,61859.8737861245
"91","2017",CA,CDF,CZU,"7477",2017 BROADCAST BURN,"3",2017/11/07 00:00:00,2017/11/07 00:00:00,128,128.483963012695,,,,3587.12905863097,519956.131306754
"92","2017",CA,CDF,TGU,"6837",THE BREAKS 877 ACRES,,2017/06/15 00:00:00,2017/06/15 00:00:00,877,873.987060546875,,,,8187.45194470829,3536900.10529406
"93","2017",CA,CDF,LMU,"7390",LMU ASH CREEK WILDLIFE AREA,,2017/10/01 00:00:00,2017/10/31 00:00:00,240,240.990570068359,,,,4438.78321468272,975254.487513245
"94","2017",CA,CDF,SLU,"6933",RANGE BURN,"3",2017/06/11 00:00:00,2017/06/13 00:00:00,53,56.875316619873,,,,2140.17934217607,230166.236034507
"95","2017",CA,CDF,MRN,"6829",LIVE DRILL 2,,2017/06/22 00:00:00,2017/06/23 00:00:00,3,3.09741377830505,,,,425.971326293558,12534.7891416207
"96","2017",CA,CDF,HUU,"7411",FOXCAMPUNIT_A,,2017/10/31 00:00:00,2017/10/31 00:00:00,6,6.59387540817261,,,,790.880146450541,26684.506923737
"97","2017",CA,USF,MDF,6130085000 calfire 6542,calfire name LMU BENCH RX 6 UNIT 16,"3",2017/05/22 00:00:00,2017/05/22 00:00:00,400,417.487121582031,,,,7340.55133046687,1689513.26232456
"98","2017",CA,CDF,FKU,"7292",2017 BROADCAST BURN,"3",2017/10/04 00:00:00,2017/10/05 00:00:00,70,88.3056182861328,,,,2460.31666506188,357360.144518332
"99","2017",CA,CDF,LNU,"7992",2018 BURN,"7",2018/02/21 00:00:00,2018/03/21 00:00:00,5,4.77077674865723,,,,1061.04288225359,19306.6489762679
"100","2017",CA,CDF,MVU,"8002",RCM VMP 2018 UNIT 7,,2018/01/01 00:00:00,2018/03/01 00:00:00,95,94.8247375488281,,,,2908.39604635038,383742.085820044
"101","2017",CA,CDF,TUU,"7501",MCANLIS BURN,"7",2017/11/15 00:00:00,2017/11/17 00:00:00,40,40.3962707519531,,,,2554.5338342051,163478.769821844
"102","2017",CA,CDF,TGU,"6835",BROWN UNIT ,,2017/06/14 00:00:00,2017/06/14 00:00:00,715,718.045654296875,,,,8503.74880576379,2905827.76807734
"103","2017",CA,CDF,HUU,"7400",10312017_RXBURN_MEZEPPA,"7",2017/10/31 00:00:00,2017/10/31 00:00:00,150,155.110168457031,,,,3727.97874294395,627708.609814828
"104","2017",CA,CDF,SKU,"6129",SHASTA VALLEY WILDLIFE AREA,,2017/03/20 00:00:00,2017/03/21 00:00:00,5.30999994,5.30806970596313,,,,734.66789913109,21480.9964557298
"105","2017",CA,CDF,LNU,"6803",YOLO BURN,"7",2017/06/05 00:00:00,2017/06/16 00:00:00,230,230.462829589844,,,,4133.86139929284,932649.980528252
"106","2017",CA,CDF,TCU,"6928",SARBB-JUNE-BROADCAST BURN,"3",2017/06/01 00:00:00,2017/06/30 00:00:00,50.97999954,49.9289588928223,,,,3493.38836180229,202056.398285644
"107","2017",CA,CDF,AEU,"6903",2017 SPRING BURN,"7",2017/06/29 00:00:00,2017/06/30 00:00:00,133,133.38671875,,,,5308.52026378136,539796.899687782
"108","2017",CA,CDF,TGU,"7295",2017 TURRI BURN #1,"7",2017/10/04 00:00:00,2017/10/04 00:00:00,324,323.998229980469,,,,4947.20640316485,1311174.30360016
"109","2017",CA,CDF,CZU,"6852",SAN ANDREAS DAM FACE,,2017/06/28 00:00:00,2017/06/28 00:00:00,4.5999999,6.61951971054077,,,,748.798931087054,26788.2463419637
"110","2017",CA,CDF,SCU,"6825",CORAL VMP,,2017/05/21 00:00:00,2017/06/04 00:00:00,25,86.9932479858398,,,,2579.89186943666,352049.180445603
"111","2017",CA,CDF,SLU,"7462",VIERRA #1,,2017/11/02 00:00:00,2017/11/02 00:00:00,15.93999958,15.9435815811157,,,,1102.83233952518,64521.385628769
"112","2017",CA,CDF,BTU,"8048",GARLAND 2018,,2018/01/26 00:00:00,2018/02/25 00:00:00,80,85.795166015625,,,,3865.70201398255,347200.729227299
"113","2017",CA,USF,ANF,TANBARKFBK,,"3",2017/03/25 00:00:00,2017/03/25 00:00:00,90,89.9940185546875,,,,5459.27320788096,364192.877804001
"114","2017",CA,USF,CNF,F025211002,,"3",2017/06/01 00:00:00,2017/06/01 00:00:00,2,1.9076179265976,,,,421.455691310395,7719.85568114565
"115","2017",CA,USF,CNF,F025211003,,"3",2017/06/01 00:00:00,2017/06/01 00:00:00,7,7.38580131530762,,,,797.09958455484,29889.2784027894
"116","2017",CA,USF,CNF,F025313002,,"3",2017/06/01 00:00:00,2017/06/01 00:00:00,22,22.3811378479004,,,,11385.9629429278,842116.867968517
"117","2017",CA,USF,CNF,F025411003,,"3",2017/04/20 00:00:00,2017/04/20 00:00:00,61,61.3317832946777,,,,5424.18588313768,248200.928472764
"118","2017",CA,USF,CNF,F025414001,,"3",2017/02/01 00:00:00,2017/02/01 00:00:00,113,112.819664001465,,,,4705.97574949833,456564.732819278
"119","2017",CA,USF,CNF,F025414001,,"3",2017/03/20 00:00:00,2017/03/20 00:00:00,131,130.827087402344,,,,3459.12826503328,529438.353305436
"120","2017",CA,USF,CNF,F025414001,,"3",2017/02/20 00:00:00,2017/02/20 00:00:00,138,138.730087280273,,,,4746.06505191684,561420.759833069
"121","2017",CA,USF,ENF,"1331177000",,"3",2017/05/23 00:00:00,2017/05/23 00:00:00,108,108.373847961426,,,,3837.12770131269,438573.38231683
"122","2017",CA,USF,ENF,"1341101000",,"3",2017/03/15 00:00:00,2017/03/15 00:00:00,117,85.2649078369141,,,,2992.50207833765,345054.852450455
"123","2017",CA,USF,ENF,"3070060000",,"3",2017/05/18 00:00:00,2017/05/18 00:00:00,301,301.270263671875,,,,7471.59952248724,1219197.15503236
"124","2017",CA,USF,ENF,"6200151000",,"11",2017/06/28 00:00:00,2017/06/28 00:00:00,24,6.21112108230591,,,,1265.13685403407,25135.5143606444
"125","2017",CA,USF,INF,"0200014000",,"3",2017/10/01 00:00:00,2017/10/01 00:00:00,70,69.1381072998047,,,,3154.50002966298,279791.980831037
"126","2017",CA,USF,INF,"0200017000",,"3",2017/10/01 00:00:00,2017/10/01 00:00:00,28,28.0518569946289,,,,1555.26463812376,113525.555144328
"127","2017",CA,USF,INF,"0200018000",,"3",2017/10/04 00:00:00,2017/10/04 00:00:00,58,57.8979301452637,,,,2223.63758004711,234305.702909096
"128","2017",CA,USF,INF,CASADIABRX,,"3",2017/05/15 00:00:00,2017/05/15 00:00:00,174,174.224990844727,,,,5765.67696095835,705063.533376484
"129","2017",CA,USF,INF,055HOGBACK,,"3",2017/03/01 00:00:00,2017/03/01 00:00:00,84,84.2636795043945,,,,3308.49467523031,341003.012042902
"130","2017",CA,USF,KNF,"1010006000",,"11",2017/09/15 00:00:00,2017/09/15 00:00:00,7,6.67656230926514,,,,781.842761005402,27019.1911380127
"131","2017",CA,USF,KNF,"1010017000",,"11",2017/08/15 00:00:00,2017/08/15 00:00:00,7,7.37186050415039,,,,828.498953165211,29832.8601890414
"132","2017",CA,USF,KNF,"1010019000",,"11",2017/08/15 00:00:00,2017/08/15 00:00:00,16,15.9750623703003,,,,2091.00785993332,64648.8927737843
"133","2017",CA,USF,KNF,"1010021000",,"11",2017/09/15 00:00:00,2017/09/15 00:00:00,28,27.8087368011475,,,,1950.92234599975,112538.344312008
"134","2017",CA,USF,KNF,"1010042000",,"11",2017/09/15 00:00:00,2017/09/15 00:00:00,22,22.1644191741943,,,,1562.12509200976,89694.7831043774
"135","2017",CA,USF,KNF,"2080131000",JACKSON PEAK UNDERBURN,"3",2017/06/04 00:00:00,2017/06/04 00:00:00,188,187.736907958984,,,,6318.16874354148,759744.337385039
"136","2017",CA,USF,KNF,"7310001000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,88,87.7217102050781,,,,3732.79643860191,354997.170017992
"137","2017",CA,USF,KNF,"7320004000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,70,70.0642395019531,,,,6704.36830073912,843751.693079825
"138","2017",CA,USF,KNF,"7320007000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,195,194.790542602539,,,,4202.11393058098,788289.331014484
"139","2017",CA,USF,KNF,"7320020000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,109,108.699630737305,,,,3446.54532104885,439891.812816069
"140","2017",CA,USF,KNF,"7320025000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,78,77.7716064453125,,,,2486.1527204362,314730.477430183
"141","2017",CA,USF,KNF,"7320026000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,133,132.606857299805,,,,4241.27354507864,536640.920961163
"142","2017",CA,USF,KNF,"7490081000",,"3",2017/06/01 00:00:00,2017/06/01 00:00:00,51,50.9678649902344,,,,2100.14261639892,206259.625277309
"143","2017",CA,USF,KNF,FTRASUK12A,,"3",2017/05/09 00:00:00,2017/05/09 00:00:00,6,6.25793790817261,,,,841.295410271195,25324.9817815827
"144","2017",CA,USF,KNF,FTRASUK12B,,"3",2017/05/10 00:00:00,2017/05/10 00:00:00,8,8.06204414367676,,,,835.169498067552,32625.9353196576
"145","2017",CA,USF,LNF,F031000010,Underburn,"3",2017/05/18 00:00:00,2017/05/18 00:00:00,591,591.375549316406,,,,12124.9909045729,2393212.78306111
"146","2017",CA,USF,LNF,"0110216000",Black UB B1 (Bull) & (Bull KV),"3",2017/10/02 00:00:00,2017/10/02 00:00:00,12.3,172.471313476562,,,,4938.01981062456,697966.703419875
"147","2017",CA,USF,LNF,"0110218000",Bull DFPZ Underburn,"3",2017/10/03 00:00:00,2017/10/03 00:00:00,96.9,96.9232788085938,,,,3287.57460474236,392233.73959741
"148","2017",CA,USF,MNF,"1240230000",,"3",2017/11/01 00:00:00,2017/11/01 00:00:00,47,46.5585479736328,,,,4699.89042125174,330280.632154422
"149","2017",CA,USF,MNF,"1240230000",,"3",2017/11/02 00:00:00,2017/11/02 00:00:00,40,40.2243843078613,,,,3168.76799399006,381141.078130868
"150","2017",CA,USF,MNF,"0090007000",,"3",2017/05/17 00:00:00,2017/05/17 00:00:00,25,24.5021705627441,,,,1896.98862244285,99156.706248186
"151","2017",CA,USF,MNF,"0090008000",,"3",2017/05/17 00:00:00,2017/05/17 00:00:00,19,20.4688987731934,,,,1678.56200059931,82834.656436702
"152","2017",CA,USF,MNF,"0140015000",,"3",2017/05/17 00:00:00,2017/05/17 00:00:00,47,38.6906700134277,,,,2584.70318079687,156575.586651702
"153","2017",CA,USF,MNF,"0263601000",,"3",2017/05/16 00:00:00,2017/05/16 00:00:00,45,385.794372558594,,,,7413.36752359231,1561254.3892827
"154","2017",CA,USF,MDF,5020036000 LMU 7388,Calfire name WEED VALLEY UNIT 1,"3",2017/10/26 00:00:00,2017/10/26 00:00:00,308,308.156860351562,,,,4973.28983182082,1247065.74454037
"155","2017",CA,USF,MDF,"5020039000",,"3",2017/10/27 00:00:00,2017/10/27 00:00:00,363,362.022247314453,,,,5026.62418103283,1465054.58503182
"156","2017",CA,USF,MDF,6130027000 LMU 6464,Calfire name MDF BENCH RX 4 UNIT 2,"3",2017/05/22 00:00:00,2017/05/22 00:00:00,321,317.510375976562,,,,5742.20662965204,1284920.26980802
